X,GeneID,logFC_CK1a.ctrl,adjpval_CK1a.ctrl,logFC_CK1aL.ctrl,adjpval_CK1aL.ctrl,logFC_CK1e.ctrl,adjpval_CK1e.ctrl,logFC_CK1d.ctrl,adjpval_CK1d.ctrl,logFC_DVL3.ctrl,adjpval_DVL3.ctrl,logFC_CK1a.wnt3a,adjpval_CK1a.wnt3a,logFC_CK1aL.wnt3a,adjpval_CK1aL.wnt3a,logFC_CK1d.wnt3a,adjpval_CK1d.wnt3a,logFC_CK1e.wnt3a,adjpval_CK1e.wnt3a,logFC_DVL3.wnt3a,adjpval_DVL3.wnt3a
506,GSDME,0.484139363,0.579645651,0.417722971,0.608130185,0.694348084,0.368677538,0.252399206,0.752841186,0.733914867,0.343983212,0.771520454,0.999147126,0.007374259,0.998328456,0.472774224,0.999991444,0.223956644,0.994070948,-1.45399106,0.804344353
507,ESS2,-3.384141562,8.04E-06,-3.931917393,1.36E-07,-4.001913669,6.77E-08,-4.14685746,2.90E-08,-4.293811128,1.09E-08,-0.341399849,0.999147126,0.097387212,0.998328456,0.54525528,0.999991444,0.76804292,0.889543169,-1.071418159,0.828650101
508,DGKH,2.540542776,0.003637517,5.509017489,1.37E-08,1.534740284,0.048237687,1.124743357,0.145768363,0.325064427,0.683474339,-0.374711182,0.999147126,-2.219884803,0.282222151,-0.047609282,0.999991444,0.044932105,0.994070948,0.272602706,0.997070617
509,DGKZ,-0.316592217,0.709437688,-1.42823559,0.059934454,-1.415115731,0.055363085,-1.653809257,0.025850099,-2.768027256,0.000326977,-0.573416386,0.999147126,-1.199477476,0.998328456,-0.182199906,0.999991444,0.092139326,0.994070948,-0.176275238,0.997070617
510,DHX15,-5.01484757,1.03E-09,-0.207345958,0.739936388,-5.488764838,8.95E-12,-2.05298845,0.000754047,-5.937545795,8.21E-13,1.248864313,0.847058691,-0.283321902,0.998328456,-0.392365507,0.999991444,0.017850195,0.995726943,0.282429838,0.997070617
511,DHX16,-3.306779559,0.000229475,-0.283942718,0.729008324,-3.743389158,1.15E-05,-3.795312093,8.46E-06,-5.502400021,5.28E-09,-0.158944783,0.999147126,-0.654396328,0.998328456,0.463116211,0.999991444,0.689103541,0.966156547,0.153753113,0.997070617
512,DHX29,-1.70907267,0.081891697,-0.693371147,0.457686232,0.832667588,0.351994395,-2.115843538,0.018557571,1.387103928,0.119062004,0.613802837,0.999147126,0.403229422,0.998328456,2.287133126,0.795819607,0.01181756,0.996572322,0.155295425,0.997070617
513,DHX30,2.504495252,0.005779039,1.844135299,0.027518168,2.729851132,0.001237365,1.876992627,0.021280459,2.034690264,0.01240042,-0.059288387,0.999147126,-0.792670753,0.998328456,0.994811238,0.999991444,-0.425601406,0.994070948,1.210023562,0.959212016
514,DHX35,-2.316358341,0.002054192,-2.408551819,0.000694695,-2.469910768,0.000422501,-3.225687649,1.05E-05,-3.157800595,1.21E-05,-0.010647717,0.999147126,-0.283273428,0.998328456,-0.135858689,0.999991444,-0.42915891,0.994070948,-1.113201326,0.864580855
515,DHX36,-2.560384491,8.77E-05,-2.942728192,3.39E-06,-1.779626047,0.00188067,1.419308343,0.010995735,0.458493036,0.410757863,0.708397166,0.999147126,-0.207172963,0.998328456,-0.576267452,0.999991444,1.487010068,0.316756533,-0.168964951,0.997070617
516,DHX37,-0.546385409,0.481836295,-1.35078531,0.055945599,-0.646798411,0.348068717,-0.806130768,0.240363219,-1.666740732,0.015600965,1.129284002,0.999147126,1.183759195,0.932616129,0.817325834,0.999991444,-0.437287959,0.994070948,-0.211012683,0.997070617
517,DHX38,-1.655693581,3.28E-05,-0.176976846,0.615676222,-2.885375541,7.39E-11,-1.91656547,5.84E-07,-4.249358754,1.29E-15,-0.254864463,0.999147126,0.048321957,0.998328456,-0.466806753,0.999991444,0.347368475,0.94826547,0.808196283,0.560578769
518,DHX40,-0.933763811,0.226838394,-1.019739484,0.154955117,-1.836631393,0.009729215,-1.297070622,0.06265953,-0.994715153,0.154673046,0.700806679,0.999147126,0.020208285,0.998328456,-0.733566394,0.999991444,0.716449171,0.94826547,-0.44764023,0.997070617
519,DHX57,0.771077671,0.023556146,0.653722428,0.039317932,1.926512713,1.33E-07,2.155735556,1.13E-08,1.289371685,8.00E-05,-0.08084403,0.999147126,-0.089100407,0.998328456,-0.025289494,0.999991444,0.291467271,0.952228425,0.125511623,0.997070617
520,DHX8,-2.329671064,0.000700064,1.141806022,0.062940766,-1.615929097,0.007996362,-3.265664766,1.57E-06,-3.620246631,1.83E-07,0.243956624,0.999147126,-0.328744053,0.998328456,1.167938702,0.943717662,-0.477111385,0.981727074,0.500897213,0.997070617
521,DHX9,-1.41532169,4.94E-05,0.375546198,0.212558098,-0.653382089,0.026237357,0.043172586,0.890422984,-0.505105496,0.083423196,-0.094179921,0.999147126,-0.247065098,0.998328456,-0.181180829,0.999991444,0.099645649,0.994070948,0.014927775,0.997070617
522,DIAPH1,-0.422405706,0.501930984,-2.75701639,1.15E-05,-1.782138011,0.002027942,-2.1905456,0.00021004,0.572928994,0.307215187,0.385574968,0.999147126,0.561264182,0.998328456,0.091941845,0.999991444,0.598436856,0.946867211,0.140499339,0.997070617
523,DIAPH3,0.883974656,0.00035655,-0.254811558,0.245668691,1.416371674,3.79E-08,1.093686194,4.58E-06,2.042637319,4.21E-12,0.308329307,0.999147126,-0.143488828,0.998328456,-0.293087989,0.999991444,0.04343811,0.994070948,-0.126742527,0.997070617
524,DICER1,1.101333873,0.001848419,1.341978162,8.61E-05,1.792855139,6.60E-07,1.696403692,1.64E-06,-0.619212207,0.046393297,0.152882623,0.999147126,-0.323086766,0.998328456,0.089972058,0.999991444,-0.019479275,0.994070948,0.444161771,0.98998285
525,DIDO1,-1.392626412,0.011959198,0.540286982,0.294822224,-3.427917642,1.83E-08,-4.708351821,7.92E-12,-5.396461949,1.59E-13,0.487724301,0.999147126,-0.465478459,0.998328456,0.218754222,0.999991444,0.085870236,0.994070948,-0.618664868,0.997070617
526,DIP2A,0.180119325,0.82882911,-1.17710779,0.108377032,2.382579586,0.001349441,4.031834246,8.43E-07,4.203195438,3.11E-07,0.195237773,0.999147126,0.776116557,0.998328456,-0.309385749,0.999991444,-0.381817765,0.994070948,0.164758074,0.997070617
527,DIS3,-3.3551551,0.000691657,-1.81182167,0.040660806,-3.518995815,0.000134694,-3.351653712,0.00023393,-3.736234463,4.77E-05,0.073423612,0.999147126,-0.070945497,0.998328456,0.347151532,0.999991444,0.840721458,0.94826547,1.877491318,0.673277247
528,DIXDC1,2.222050447,0.010766341,1.905116817,0.019043617,3.410345477,6.01E-05,2.534434087,0.001775939,7.772091996,1.65E-12,0.240200957,0.999147126,-0.397490009,0.998328456,-0.293166523,0.999991444,-1.245826641,0.797008105,-0.282319271,0.997070617
529,DKC1,-3.119336393,0.00048716,-1.002857537,0.207935466,-2.517678793,0.001732345,-3.502356177,3.22E-05,-3.994118701,3.31E-06,0.536971093,0.999147126,-0.472588567,0.998328456,0.601020727,0.999991444,-1.271287183,0.766139823,-0.921115962,0.997070617
530,DLG1,2.649786356,4.40E-11,1.433169538,4.19E-06,2.847466825,4.65E-13,2.325711164,1.03E-10,0.906279271,0.001186441,0.113740494,0.999147126,0.229166638,0.998328456,0.678546551,0.795819607,0.314339298,0.916544378,0.316415756,0.997070617
531,DLG5,4.274701429,2.55E-06,3.39866256,2.85E-05,5.750493582,7.94E-10,6.305030775,7.73E-11,2.792010288,0.000253113,-0.157723101,0.999147126,0.298269693,0.998328456,-0.577616349,0.999991444,0.982967432,0.874639417,0.181672262,0.997070617
532,DLGAP5,-4.1974772,1.15E-07,-1.874488673,0.003363395,-5.161101235,1.24E-10,-5.523371337,2.04E-11,-1.000773041,0.098670788,1.165877271,0.868116688,-0.275552133,0.998328456,1.338717855,0.84032144,0.780504173,0.889543169,0.168049441,0.997070617
533,DMPK,1.704928481,0.025070025,0.476681332,0.509918394,0.597118471,0.388806347,0.868320933,0.206511954,3.446108729,5.62E-06,0.809120975,0.999147126,0.66701953,0.998328456,0.398974617,0.999991444,1.469090626,0.632420235,-0.297673963,0.997070617
534,DNAJA1,-1.700332876,0.127809297,-2.484219519,0.018019448,-0.332323652,0.756643349,-0.113744386,0.917124166,-1.998807873,0.04812846,-0.702109994,0.999147126,0.015653352,0.998328456,1.402126018,0.999991444,-0.374207344,0.994070948,0.810402496,0.997070617
535,DNAJC11,-0.286865208,0.648852712,-1.062317593,0.061167568,0.028189608,0.965561361,-0.204851514,0.723535387,-1.258076501,0.022831831,0.745648122,0.999147126,0.0396482,0.998328456,-0.265580347,0.999991444,-0.027031634,0.99424323,-0.668777951,0.997070617
536,DNAJC12,-0.891625887,0.224970404,-2.170172549,0.002037942,-1.580042512,0.018369571,-1.079228956,0.103015129,-1.78592765,0.007663159,-0.53634497,0.999147126,0.497503138,0.998328456,-0.347667019,0.999991444,-0.129116707,0.994070948,-0.384442709,0.997070617
537,DNAJC17,0.375758451,0.512348448,-0.142195784,0.79603606,0.614675037,0.223630501,0.949309895,0.060662719,-0.142404927,0.788233417,0.440177824,0.999147126,0.315910509,0.998328456,-0.22615862,0.999991444,0.338208089,0.994070948,-0.408158835,0.997070617
538,DNAJC21,0.016328998,0.96701008,-0.416522468,0.213337537,0.055750926,0.873928066,-2.193716434,2.44E-08,-0.282421941,0.39041554,-0.23014669,0.999147126,-0.204125281,0.998328456,0.105082149,0.999991444,-0.04885934,0.994070948,0.268049843,0.997070617
539,DNAJC6,-2.076709205,0.017085459,-2.820584362,0.000806371,-2.479745548,0.002323938,-1.861538976,0.018824206,-1.775052647,0.024070677,0.536770778,0.999147126,0.390104956,0.998328456,-0.22906163,0.999991444,0.518308755,0.994070948,0.018904786,0.997070617
540,DNAJC7,1.431164448,0.098320506,-0.254371507,0.763526916,0.127609238,0.88095722,0.776706461,0.325190952,-1.277714355,0.103653096,0.136906637,0.999147126,1.070300743,0.998328456,0.635620008,0.999991444,-0.476799752,0.994070948,-0.280815131,0.997070617
541,DNAJC9,-1.060872447,0.206764645,-2.08496914,0.008457592,-2.091846269,0.006965869,-1.708466431,0.025203405,-2.522868323,0.001215922,-0.635683739,0.999147126,-0.123547602,0.998328456,-0.509390223,0.999991444,0.374543215,0.994070948,-0.540945946,0.997070617
542,DNM1L,-2.884182693,1.53E-08,-1.956199343,6.10E-06,-2.970384542,9.46E-10,-2.715583991,6.98E-09,-0.197522037,0.611617406,-0.625536485,0.999147126,-0.095372001,0.998328456,0.049608354,0.999991444,0.211431366,0.994070948,0.089271505,0.997070617
543,DNMBP,0.393802881,0.511701795,1.844705856,0.001087339,1.085611565,0.040851587,1.750291825,0.001442811,2.612052617,7.16E-06,-0.099993595,0.999147126,-0.461651267,0.998328456,-0.083766517,0.999991444,0.831803484,0.80110077,-0.368291831,0.997070617
544,DNMT1,-2.658094141,0.000294145,-2.945737378,2.79E-05,-2.362923242,0.000403992,-2.436041518,0.000262831,-2.843179231,2.82E-05,0.675673969,0.999147126,0.376323678,0.998328456,-0.412970861,0.999991444,-0.292519607,0.994070948,-1.294236635,0.771688467
545,DNTTIP2,-2.866977108,3.04E-05,0.386979232,0.520833911,-1.710490694,0.003721911,-0.709111223,0.214765559,-6.289517783,1.04E-13,-0.872492876,0.999147126,-0.262320925,0.998328456,0.056056562,0.999991444,-0.598297343,0.94826547,0.383598326,0.997070617
546,DOCK7,-0.930621963,1.83E-05,0.16886336,0.365122532,-0.44248226,0.014830271,-0.093620636,0.614895722,0.000611514,0.997428713,-0.284258177,0.999147126,-0.036991639,0.998328456,-0.143873952,0.999991444,0.016899185,0.994070948,-0.070385901,0.997070617
547,DONSON,-1.643632625,0.008296927,-2.138617851,0.00039016,-2.468881184,4.83E-05,-2.1170296,0.000329085,-2.897830127,3.06E-06,-0.244289512,0.999147126,0.097603605,0.998328456,-0.332225659,0.999991444,0.696399573,0.889543169,0.365746792,0.997070617
548,DPF1,-2.002366282,0.005901824,-2.460357137,0.000439507,-2.031954717,0.002477715,-1.779302924,0.007027391,-2.864650815,3.86E-05,-0.667128418,0.999147126,0.260816147,0.998328456,0.024709401,0.999991444,-0.037931429,0.994070948,0.096685189,0.997070617
549,DPYSL2,-2.202112946,5.04E-10,-1.79429817,9.86E-09,-2.020696831,4.01E-10,-1.982971462,5.86E-10,-1.088953083,4.38E-05,-0.066741655,0.999147126,-0.20406408,0.998328456,-0.187251593,0.999991444,-0.084851215,0.994070948,0.05505327,0.997070617
550,DPYSL3,-2.116245531,8.64E-12,-1.819508486,5.85E-11,-1.461957756,7.08E-09,-1.730674172,1.24E-10,-0.965167786,1.37E-05,-0.049184105,0.999147126,-0.22391895,0.998328456,-0.16965682,0.999991444,-0.23136283,0.922212862,-0.063023968,0.997070617
551,DPYSL5,-1.63277315,0.015867344,-1.930994936,0.002770079,-0.741918144,0.223418326,-1.37858507,0.024870566,-0.905098286,0.138445185,1.034758712,0.999147126,0.947925513,0.998328456,0.586333273,0.999991444,-0.193808606,0.994070948,-1.024533122,0.864792684
552,DRG1,0.017081208,0.981247143,-0.792698368,0.240134927,0.131639198,0.852463656,-0.384215056,0.570871287,-0.949032389,0.147779946,-0.139450216,0.999147126,0.420016497,0.998328456,-0.116939197,0.999991444,-0.938409642,0.85270776,-0.67029438,0.997070617
553,DRG2,1.624295839,0.047765831,0.051487084,0.950141502,2.197287569,0.004075174,1.498944828,0.043807422,0.841101114,0.260201533,0.392095744,0.999147126,0.550525933,0.998328456,0.36029517,0.999991444,-0.813194931,0.946867211,0.05552896,0.997070617
554,DST,5.965647911,5.35E-09,5.647326604,3.44E-09,5.447889008,4.75E-09,5.630204405,2.12E-09,-0.033993559,0.962254837,-0.537446359,0.999147126,-0.633571696,0.998328456,-1.055633725,0.999991444,-0.126853309,0.994070948,0.565236467,0.997070617
555,DTNA,4.321757655,4.15E-18,3.671136784,7.20E-17,3.219772495,2.28E-15,4.188471612,6.69E-19,4.360292743,1.95E-19,0.125277562,0.999147126,-0.118351493,0.998328456,0.074170314,0.999991444,0.324095554,0.889543169,0.101853703,0.997070617
556,DTNB,2.44206025,0.001941535,3.016913809,7.70E-05,1.166479281,0.091359265,3.199977413,2.49E-05,0.442700508,0.533100039,-0.558860887,0.999147126,-0.275778327,0.998328456,0.139887552,0.999991444,0.302478328,0.994070948,-0.524591473,0.997070617
557,DTNBP1,5.847449058,3.25E-11,1.044844546,0.086601627,1.092881411,0.065295408,1.273650513,0.032323519,-0.299170643,0.622571762,-0.350311696,0.999147126,-0.577396712,0.998328456,0.3276849,0.999991444,-0.16196465,0.994070948,0.084311456,0.997070617
558,DVL1,5.885515037,6.12E-13,5.718916754,1.49E-13,8.251781158,1.41E-18,8.122779526,2.22E-18,6.669487196,8.69E-16,0.037601898,0.999147126,-1.342476577,0.373854699,0.077558004,0.999991444,-0.199861902,0.994070948,-0.095700166,0.997070617
559,DVL2,2.845995656,4.34E-15,2.434829467,4.86E-14,4.028900444,5.13E-21,3.670946604,9.83E-20,3.382298541,1.18E-18,0.201749397,0.999147126,0.313890576,0.998328456,0.339174729,0.999991444,-0.092792947,0.994070948,-0.035927375,0.997070617
560,DVL3,2.028996569,3.89E-09,2.061193799,4.37E-10,4.024728602,1.27E-18,4.017102014,1.29E-18,7.023889919,2.49E-26,0.497151719,0.847058691,0.457981677,0.887752927,0.369067312,0.999991444,0.24311508,0.94826547,0.021538518,0.997070617
561,DYNC1LI1,-1.530388627,1.82E-06,-1.615246752,1.55E-07,-1.685764505,4.64E-08,-1.342582531,3.20E-06,-0.25038868,0.333308463,0.285014819,0.999147126,-0.203581039,0.998328456,-0.157275366,0.999991444,0.203943952,0.981727074,-0.061683328,0.997070617
562,DYNC1LI2,-1.162492525,0.019058762,-1.323432125,0.004828991,-1.79369959,0.000180721,-2.598146784,5.24E-07,-0.262159181,0.565811454,-0.456964027,0.999147126,-0.241877064,0.998328456,0.167279075,0.999991444,-0.520876507,0.916544378,0.144599703,0.997070617
563,DYNLL1,3.016802295,5.50E-06,5.243544272,5.87E-12,2.557815562,1.74E-05,2.449444049,3.09E-05,1.007760908,0.061259163,-0.702608419,0.999147126,0.318368003,0.998328456,0.12010261,0.999991444,-0.100191142,0.994070948,0.465399778,0.997070617
564,DZIP1,1.415376037,0.071485326,0.435414763,0.562471833,3.2926625,2.61E-05,3.141676352,4.73E-05,2.140925105,0.003139787,0.08067089,0.999147126,0.045360958,0.998328456,0.694731911,0.999991444,0.064467622,0.994070948,-0.29223946,0.997070617
565,E2F8,-2.839153818,0.001100048,-0.922927136,0.238486092,-3.398891168,4.18E-05,-1.082838544,0.152760516,-3.402736758,3.15E-05,0.157665167,0.999147126,-0.674598438,0.998328456,-3.229513064,0.064339481,0.356150295,0.994070948,-0.699305188,0.997070617
566,EBNA1BP2,-1.186501069,0.062762421,-3.127887538,2.72E-06,-1.705748271,0.004164414,-1.557954976,0.00801357,-3.153529545,1.32E-06,-0.354058053,0.999147126,1.630797019,0.282222151,-0.171297595,0.999991444,-0.240624703,0.994070948,0.244175334,0.997070617
567,ECD,-3.282080198,8.09E-05,1.425033092,0.048718478,2.299550337,0.001646903,1.200611262,0.086607759,-0.117090738,0.872209432,1.314608423,0.905997711,0.093542518,0.998328456,-0.114387158,0.999991444,0.314285951,0.994070948,0.545585241,0.997070617
568,ECT2,-3.126428635,3.29E-05,-4.195476296,4.72E-08,-3.13153191,7.92E-06,-3.329046063,2.63E-06,-3.954670717,8.23E-08,0.585933223,0.999147126,0.478350789,0.998328456,0.552239589,0.999991444,-0.632354219,0.94826547,-0.357887,0.997070617
569,EDC3,0.443414746,0.544368129,-0.013119057,0.984935808,0.259610125,0.700136189,-1.103804104,0.086661893,0.007679942,0.990790946,-0.009721774,0.999147126,0.174227888,0.998328456,0.677666978,0.999991444,-0.99956764,0.813168253,-0.018685602,0.997070617
570,EDC4,0.148954182,0.6668504,1.085972832,0.000827191,0.118119741,0.709035946,0.400525414,0.186054663,1.629660627,1.71E-06,-0.435633969,0.999147126,-0.059296504,0.998328456,-0.3098746,0.999991444,0.420765379,0.874202528,0.0944144,0.997070617
571,EDRF1,1.892277014,4.64E-05,0.663369682,0.097100474,4.501023897,2.74E-14,1.317163905,0.00112568,4.311879998,8.04E-14,0.343038055,0.999147126,-0.195895311,0.998328456,0.155092523,0.999991444,0.373772946,0.94826547,0.437836853,0.997070617
572,EEF1A1,0.201990596,0.512348448,-0.373682766,0.182969286,-0.193261148,0.485591773,-0.603483854,0.027276988,0.07538493,0.791162196,-0.12422226,0.999147126,0.131778159,0.998328456,0.092348792,0.999991444,-0.021271028,0.994070948,-0.207370444,0.997070617
573,EEF1B2,-0.027012228,0.972845983,2.052720825,0.003084594,4.994221644,1.88E-09,3.640131068,1.25E-06,-2.019692442,0.002584737,-0.202047909,0.999147126,-0.82185052,0.998328456,0.439881837,0.999991444,-0.237226431,0.994070948,0.096688256,0.997070617
574,EEF1D,2.41929637,0.013102624,3.641656065,0.000145078,6.726989339,1.54E-09,5.15930098,4.09E-07,0.978798118,0.267102803,-0.886277844,0.999147126,-0.375102827,0.998328456,-0.641301853,0.999991444,-0.137577465,0.994070948,-0.456946281,0.997070617
575,EEF1G,-0.681476103,0.227468393,-1.368966888,0.009991456,-2.531046896,8.73E-06,-0.018750681,0.975303811,-3.732979307,3.28E-09,-1.320227384,0.693085284,-0.13415016,0.998328456,-0.219646131,0.999991444,0.566351717,0.940514957,1.019499573,0.804344353
576,EEF2,-1.733019573,2.99E-10,-1.198700271,1.85E-07,-1.922612214,1.54E-12,-1.868995702,3.33E-12,-0.399474277,0.037094383,-0.106032814,0.999147126,-0.034546243,0.998328456,-0.238193335,0.999991444,-0.03983055,0.994070948,-0.011695368,0.997070617
577,EEF2K,-2.061811158,0.093820617,-0.865828757,0.458700127,1.246913829,0.264005014,-0.575063638,0.619202172,-4.633342965,8.96E-05,-0.495953671,0.999147126,0.722063484,0.998328456,-0.775264085,0.999991444,-0.636663521,0.994070948,0.656040851,0.997070617
578,EFHD2,-0.201650357,0.8110945,-0.362819906,0.635202541,-0.05304107,0.947266936,-2.133243333,0.004159501,0.370407543,0.618965305,-1.293169141,0.956207381,0.396932091,0.998328456,0.579218591,0.999991444,-1.211894809,0.760665602,-0.655812829,0.997070617
579,EFL1,-0.041441539,0.974054683,-1.289501418,0.250900413,-1.155763731,0.289422279,0.775343142,0.487355273,0.07938882,0.942293115,-0.129111492,0.999147126,0.308481497,0.998328456,-1.209941426,0.999991444,0.854361368,0.982308897,0.524761302,0.997070617
580,EFTUD2,-5.163983721,2.37E-12,-1.240568799,0.011943833,-2.782116219,4.72E-07,-2.135777757,3.52E-05,-1.9439407,0.000106874,0.515192135,0.999147126,-0.063717576,0.998328456,-0.033533029,0.999991444,-0.43256855,0.966156547,-0.310007465,0.997070617
581,EGFR,0.756985593,0.381683172,2.840189684,0.000616926,0.950195963,0.21814392,0.235457449,0.76991238,-0.649501747,0.406141438,0.64243583,0.999147126,0.012058165,0.998328456,0.963843417,0.999991444,-0.579958531,0.993534608,0.568601728,0.997070617
582,EGLN1,-0.44249326,0.560000803,-1.299099723,0.059189497,-1.420214044,0.034605726,-1.883103984,0.005818709,-3.000135144,3.11E-05,-0.19642965,0.999147126,-1.009529751,0.998328456,0.98604209,0.999991444,-0.113384628,0.994070948,0.586816409,0.997070617
583,EHBP1,1.126825322,0.000340887,2.497217013,2.40E-11,-0.506525831,0.061186372,-0.56583932,0.036882474,0.270043257,0.322656828,-0.125158644,0.999147126,-0.034103101,0.998328456,-0.194756707,0.999991444,0.047829316,0.994070948,-0.050236104,0.997070617
584,EHD1,2.220204725,0.005740815,0.592783235,0.42872986,2.429663479,0.001178854,1.308310584,0.067424923,1.959602989,0.006785335,-0.93717946,0.999147126,-0.269113671,0.998328456,-0.352533122,0.999991444,-0.222459365,0.994070948,0.937068747,0.997070617
585,EHMT1,-1.961632687,0.000651829,-2.482583318,1.09E-05,-2.634901475,3.14E-06,-1.95818826,0.000220671,-3.960942783,4.96E-10,0.403500347,0.999147126,0.395001358,0.998328456,0.339047704,0.999991444,0.153774592,0.994070948,0.776827869,0.93105441
